STID,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21,T22,T23,T24,T25,T26,T27,T28,T29
101060102,6,6,6,7,1,0,1,0,6,7,6,7,7,4,15,6,0,4,0,1,3,6,4,3,4,1,1,1,7,7
101060201,6,1,4,0,2,3,4,0,3,5,0,7,1,5,52,6,4,0,7,3,0,1,1,7,7,4,7,1,5,0
101060202,0,0,7,5,5,7,6,3,7,4,5,5,1,4,66,5,4,4,6,3,4,2,3,4,6,7,0,3,2,5
101060203,4,7,0,1,5,6,2,3,7,6,0,0,7,1,14,3,6,7,2,7,6,4,7,3,7,0,5,3,2,6
101060301,2,0,5,2,2,6,1,6,0,5,6,7,1,2,33,5,0,2,2,1,5,1,3,5,1,1,6,6,5,5
101060302,5,5,7,2,7,6,2,1,6,5,4,3,2,3,06,3,3,3,2,4,3,0,2,0,7,6,2,5,6,5
101060303,3,2,7,5,7,4,7,4,6,3,1,4,0,7,62,7,6,6,4,2,3,4,7,2,1,3,7,3,4,2
101060401,0,1,1,5,3,3,0,4,6,3,1,5,0,4,12,5,2,0,2,0,6,0,6,3,4,0,7,1,4,6
101060402,5,1,7,2,6,1,1,7,3,4,2,6,2,7,52,0,1,2,4,0,3,6,3,3,5,3,5,7,5,3
101060403,3,6,5,1,7,0,1,4,0,4,4,6,4,5,72,3,2,4,4,2,2,3,3,1,1,2,5,3,0,1
101060501,2,5,1,6,0,3,6,3,3,5,5,4,7,2,40,2,4,5,1,5,4,1,7,0,3,7,6,2,5,4
101060502,5,2,2,3,2,7,6,4,3,3,2,5,0,5,61,0,2,5,1,5,0,1,2,5,2,6,1,7,5,7
101060601,1,2,0,5,5,0,1,6,6,4,3,3,1,7,70,3,0,3,5,5,6,7,2,6,7,1,3,2,6,7
101060602,0,1,0,4,5,6,3,3,7,0,2,2,5,3,64,1,2,0,5,7,0,4,6,0,1,2,5,6,4,3
101070101,5,0,6,4,4,1,0,4,5,4,7,2,7,5,67,0,0,6,0,3,5,3,0,7,4,0,2,6,2,7
101070201,3,1,2,0,4,0,5,5,5,5,2,7,1,4,40,0,5,2,3,3,2,1,2,7,3,4,6,2,2,3
101070202,7,0,7,5,1,1,1,0,6,0,2,6,2,0,14,2,4,5,7,0,0,3,5,5,4,7,5,6,0,3
101070301,3,5,7,7,2,0,2,7,5,6,2,5,1,0,40,6,3,3,1,5,3,3,5,1,2,0,4,2,0,2
101070302,3,3,1,4,6,4,1,7,2,5,1,4,6,3,42,4,2,1,2,7,6,4,3,0,4,3,1,5,2,0
101070401,0,4,6,6,5,1,6,3,2,5,3,6,5,0,07,0,0,7,5,5,3,4,4,6,0,6,4,4,5,6
101070402,0,7,0,3,1,0,2,5,1,6,4,0,3,2,54,5,1,6,6,1,7,1,3,1,2,5,0,0,6,7
101070501,3,7,2,4,4,0,7,3,6,4,6,1,3,2,22,4,4,6,1,6,5,5,5,6,5,7,0,5,2,5
101070502,3,4,1,6,0,0,5,3,3,3,5,7,6,1,56,3,2,4,4,0,2,0,3,7,2,1,5,4,1,1
101070601,6,2,2,6,6,6,2,0,7,0,2,7,6,6,70,3,0,3,0,1,7,1,2,7,6,3,4,4,1,5
101070602,2,0,7,1,1,6,3,2,7,0,6,4,7,1,57,5,0,2,3,1,4,4,5,6,2,0,5,5,2,5
101070603,1,6,4,1,5,3,5,2,1,3,2,1,2,1,20,4,3,0,4,7,6,4,2,3,6,0,0,2,6,4
101080101,7,7,4,1,4,4,7,7,7,1,0,4,1,0,03,6,2,5,6,0,5,7,7,5,2,5,1,7,5,5
101080102,7,2,3,1,0,3,2,4,5,5,6,3,4,2,00,3,0,1,4,0,2,4,0,6,0,4,0,0,1,7
101080103,2,7,1,2,4,1,0,7,5,3,6,4,2,2,43,7,5,1,7,5,3,6,2,2,6,3,3,7,3,6
101080104,1,3,3,7,6,4,2,0,7,7,7,2,2,1,73,3,0,5,6,1,0,7,7,3,2,6,1,0,4,6
101080201,1,2,6,5,0,2,0,2,6,5,1,6,6,1,56,7,5,7,1,4,0,3,6,3,7,6,7,4,6,5
101080202,4,0,1,3,7,4,4,4,6,2,5,0,3,0,33,5,4,0,7,7,4,7,2,7,2,3,6,2,2,2
101080302,0,1,4,7,0,0,3,2,2,6,7,6,2,6,25,6,6,2,3,1,4,3,0,5,2,1,5,3,1,2
101080401,0,1,0,3,5,7,0,0,5,1,1,4,5,7,00,1,0,2,6,7,3,0,0,0,1,5,3,7,3,3
101080402,3,1,1,0,0,0,2,1,7,0,0,3,7,5,50,6,0,2,4,0,3,2,5,7,2,3,2,6,1,7
101080501,7,4,5,2,1,5,2,1,5,3,6,7,4,6,14,2,0,7,6,4,2,6,1,5,6,1,7,6,0,5
101080502,3,3,3,2,7,2,4,2,5,4,0,3,4,1,35,5,6,1,1,4,5,0,6,3,6,5,7,1,0,3
101080601,1,3,4,7,7,6,0,1,3,4,3,6,5,6,31,6,7,3,6,3,3,7,2,3,4,7,7,0,6,0
101080602,7,5,5,4,3,2,3,5,3,7,0,6,5,2,72,5,6,2,5,5,6,0,1,0,2,4,2,2,4,7
101080701,3,1,4,3,1,0,4,5,4,6,7,7,0,0,04,7,1,1,2,1,7,7,5,7,2,7,7,3,3,6
101080702,4,6,5,1,3,7,5,7,3,3,5,4,4,2,35,3,2,1,0,5,0,4,4,6,6,6,1,6,6,3
201010101,1,1,0,0,1,1,6,6,7,5,1,0,4,2,45,4,1,4,7,0,6,3,4,4,5,7,0,5,4,6
201010102,0,1,4,4,5,7,3,7,5,0,2,0,0,2,73,6,7,2,5,5,3,6,4,3,5,3,7,6,4,1
201010201,0,0,0,3,7,0,7,2,5,7,7,6,3,7,17,7,2,1,2,5,5,7,7,4,2,2,6,1,7,0
201010202,0,6,7,1,3,0,7,6,0,2,7,2,7,5,17,2,2,1,2,3,6,2,1,6,5,0,0,3,2,7
201010301,3,3,2,2,5,0,1,0,5,7,0,6,1,4,05,4,1,7,5,7,0,7,1,2,2,3,6,0,0,6
201010302,6,0,2,5,2,2,0,5,1,4,2,6,0,3,05,6,7,3,5,5,6,7,7,2,5,3,2,3,6,6
201010303,5,0,0,0,6,1,6,4,1,6,4,0,5,4,27,3,0,6,5,1,1,4,0,0,2,7,7,7,3,0
201010401,0,1,6,6,0,5,1,4,7,3,6,7,2,3,43,3,6,4,1,0,0,1,5,7,0,2,2,5,1,4
201010402,5,5,4,0,6,1,5,3,1,6,7,0,0,4,25,3,0,3,1,0,3,4,1,2,2,2,3,7,7,4
201010501,5,0,3,2,2,6,3,0,5,3,4,4,1,5,36,7,3,7,3,1,3,6,5,5,6,4,3,1,7,3
201010502,2,2,3,4,4,1,2,7,3,5,1,6,4,1,73,6,5,5,6,4,5,0,6,6,6,2,1,5,2,4
201010503,2,4,7,3,1,3,4,4,4,2,5,0,0,3,57,2,1,4,0,2,7,6,2,6,5,5,0,3,3,5
201010504,5,4,4,6,3,4,5,6,5,6,4,7,7,6,72,6,4,6,3,4,2,6,3,2,6,5,7,3,0,2
201010505,7,3,2,4,6,6,7,6,0,7,6,3,4,1,07,7,5,1,4,1,0,6,1,1,6,6,3,7,3,0
201010601,7,4,7,5,7,1,5,0,0,5,0,2,5,6,53,5,7,1,6,3,5,0,0,0,5,5,5,1,0,4
201010602,6,2,0,4,1,2,5,7,7,5,4,7,6,4,17,3,3,3,7,4,3,4,7,1,0,6,5,1,6,1
201010701,1,2,4,3,2,2,5,2,6,0,6,3,7,1,70,3,7,7,7,2,6,1,3,0,4,5,3,5,6,6
201010702,1,2,4,0,5,5,2,3,1,0,0,6,0,0,22,7,6,4,3,5,3,0,6,7,3,3,2,1,1,1
201010801,4,5,3,0,1,1,1,2,5,1,2,2,2,3,33,5,5,6,1,6,3,2,1,0,2,0,0,3,0,4
201010802,7,3,4,5,1,7,6,1,4,0,5,3,3,4,42,2,6,6,6,0,1,2,0,1,4,2,5,6,4,0
201010803,4,0,5,3,0,5,2,6,6,6,0,5,1,3,67,2,6,0,2,3,1,7,7,2,3,1,5,1,6,4
201010901,0,5,0,1,4,7,4,6,1,7,7,2,5,1,03,7,1,4,5,3,7,0,3,7,1,3,0,0,6,7
201010902,5,5,4,7,3,3,1,5,6,3,2,5,6,1,72,6,4,4,4,0,2,1,4,6,1,5,6,4,0,2
201010903,1,7,7,1,4,4,5,3,3,7,6,4,6,5,13,6,7,4,7,3,7,2,0,2,4,3,3,7,1,7
201010904,6,5,4,3,6,0,3,1,3,4,4,3,4,4,44,0,6,5,0,4,6,7,6,3,2,0,3,7,6,1
201010905,4,0,6,4,6,4,0,7,6,2,3,7,4,5,77,2,0,3,3,0,3,2,0,3,5,3,1,2,3,6
201011001,3,1,2,6,0,7,6,1,5,3,0,2,4,3,06,4,7,0,0,0,0,0,5,2,0,6,4,6,7,6
201011002,1,4,2,2,4,5,5,4,0,2,2,4,0,3,66,2,5,7,5,7,6,3,4,7,6,2,6,7,7,2
201020101,4,7,2,1,2,0,2,0,3,6,3,7,4,0,20,5,7,0,2,5,5,0,5,3,6,2,7,7,1,6
201020102,6,2,7,1,5,2,2,3,1,4,2,7,4,6,17,0,1,3,2,6,5,6,2,5,1,3,3,6,0,6
201020103,2,2,7,4,4,7,3,7,5,7,1,0,6,1,00,6,7,3,5,5,2,0,3,0,2,7,3,1,0,4
201020201,5,2,3,3,7,0,2,7,3,2,5,3,0,3,06,6,1,0,2,7,4,0,5,1,1,6,3,2,4,2
201020202,7,0,7,6,1,4,7,5,3,7,0,4,7,7,55,4,1,7,1,6,4,6,5,7,4,2,1,5,3,5
201020203,1,4,2,5,4,6,4,0,4,4,1,5,2,4,33,2,2,0,1,7,3,6,1,6,7,6,1,0,1,0
201020204,3,5,6,4,0,6,0,3,6,7,4,6,6,3,60,5,2,4,1,7,5,1,5,4,2,7,0,2,4,2
201020301,4,4,2,4,2,5,1,2,7,3,7,2,2,5,14,1,1,4,1,4,2,6,4,5,4,0,0,5,7,4
201020302,7,1,5,4,7,7,3,0,5,0,1,4,1,5,27,1,1,2,3,1,0,3,3,0,0,4,0,0,2,1
201020303,4,3,4,5,7,0,0,7,0,4,0,7,0,1,13,0,7,7,6,4,1,5,3,0,2,3,0,4,5,1
201020304,1,1,5,3,7,2,2,7,2,1,3,3,1,3,16,2,2,4,3,1,0,7,0,0,4,5,4,5,4,0
201020401,1,5,6,0,4,1,3,7,6,2,4,5,4,1,63,0,4,2,1,2,5,5,0,4,2,7,1,1,3,4
201020402,2,5,6,2,5,6,5,0,6,1,1,5,6,2,63,7,6,3,7,7,1,7,6,7,2,1,7,2,5,0
201020403,0,6,3,0,6,2,4,2,4,1,7,7,0,4,62,1,5,7,3,6,2,1,5,5,7,1,1,0,0,6
201020404,5,5,4,6,0,7,1,2,0,0,0,5,1,3,24,4,6,6,6,5,1,3,3,6,7,3,6,6,4,4
201020405,5,2,7,1,5,4,4,7,6,0,1,7,5,2,17,3,6,6,4,4,5,4,5,4,6,0,5,2,5,5
201020406,1,6,3,0,1,0,3,2,4,0,5,3,7,6,32,5,1,2,3,7,0,5,3,0,6,3,7,7,0,5
201020501,3,0,4,2,4,3,4,7,4,2,5,3,1,2,17,1,4,6,6,4,6,4,6,3,5,3,4,4,5,4
201020502,6,4,1,2,3,5,7,3,4,6,3,7,3,3,02,5,6,1,2,0,4,6,0,0,3,1,1,4,6,3
201020503,2,5,4,1,6,4,4,5,1,4,3,7,3,6,42,5,0,0,2,4,2,5,1,5,1,7,4,1,0,3
201030101,4,3,0,0,7,2,2,4,1,3,5,3,7,1,05,5,3,3,7,7,5,6,0,6,2,4,2,6,5,1
201030102,7,2,2,5,0,7,7,7,7,5,4,2,2,4,43,6,6,7,2,5,1,6,7,1,4,1,2,3,3,4
201030103,3,2,0,1,0,1,4,6,1,5,3,3,0,3,70,5,6,5,6,7,6,3,3,5,5,4,2,2,2,7
201030201,1,1,4,0,2,2,5,3,1,3,1,6,4,5,16,7,1,2,1,7,0,7,5,1,7,4,1,5,5,7
201030202,4,5,0,3,5,4,0,0,7,1,7,6,3,3,05,4,5,1,2,0,2,4,4,1,0,1,1,5,0,1
201030301,4,2,1,4,0,2,2,6,1,3,4,5,4,0,55,1,3,0,2,4,5,7,1,4,6,3,4,1,2,0
201030302,5,0,5,0,7,0,2,3,0,2,7,5,6,5,62,3,7,1,4,7,3,0,2,3,4,3,0,2,7,5
201030401,3,1,0,0,5,7,4,4,5,5,0,3,6,3,51,0,2,3,5,5,5,4,6,5,2,6,0,5,5,6
201030402,6,7,3,1,4,7,6,0,7,5,7,7,3,4,15,1,0,4,2,6,6,1,7,3,5,6,4,5,0,0
201030501,0,7,1,0,1,0,7,7,4,4,6,7,1,3,06,6,2,5,5,0,3,7,5,3,6,5,0,2,6,4
201030502,7,2,6,5,6,2,7,1,5,0,4,0,1,6,17,7,0,0,7,0,0,6,0,6,4,1,1,3,2,4
201030503,1,3,0,2,2,5,2,4,5,2,1,5,2,6,20,1,5,5,2,5,4,5,7,1,1,2,3,5,4,1
201030504,7,1,5,2,0,6,0,7,4,2,4,3,3,4,31,6,1,3,6,4,0,6,4,1,5,0,3,5,6,4
201030601,1,0,5,3,0,3,7,5,1,2,4,3,4,2,27,5,4,6,5,3,6,4,7,5,7,5,6,3,4,1
201030602,5,4,1,3,1,3,2,6,7,2,6,2,3,1,06,5,1,6,7,6,0,4,5,6,7,0,4,7,6,1
201030603,4,2,6,0,3,5,3,7,2,0,4,5,4,1,36,1,1,7,0,1,3,0,5,4,2,4,3,2,3,2
201040101,3,3,0,7,1,0,7,3,6,1,7,6,1,1,33,4,5,4,4,1,0,0,6,5,1,4,6,4,2,4
201040102,6,1,3,5,7,7,2,4,0,3,0,3,7,7,66,1,1,6,7,2,7,7,5,5,7,4,3,6,6,2
201040201,4,6,3,7,1,4,0,0,1,3,2,0,0,0,55,5,2,7,0,6,5,7,6,3,7,6,3,3,2,7
201040202,0,3,6,5,2,5,2,3,6,6,5,3,3,1,54,2,2,3,7,2,2,2,4,6,5,5,4,5,4,1
201040203,7,1,3,1,4,2,4,7,0,6,7,4,6,4,54,2,4,3,2,2,7,6,4,7,5,2,4,7,1,3
201040204,4,2,7,1,6,4,2,2,2,7,0,0,2,5,63,4,5,2,6,5,2,4,3,4,0,4,0,2,3,7
201040301,7,6,4,4,5,2,0,4,2,3,7,0,6,5,60,5,3,0,7,0,5,2,5,0,3,4,2,7,5,2
201040302,3,6,0,0,3,6,3,0,6,3,1,5,1,5,31,4,2,4,3,4,0,2,3,0,3,2,4,6,6,7
201040401,7,6,6,1,1,5,6,1,0,6,4,2,3,0,44,0,5,0,6,0,7,0,2,6,4,4,5,2,3,1
201040402,0,0,4,1,4,2,7,5,3,6,5,2,7,3,05,1,6,2,7,1,4,0,4,1,5,3,7,0,2,4
201040501,4,2,4,1,1,6,4,1,7,3,3,5,4,6,10,7,3,2,6,5,3,3,4,7,7,5,3,6,0,7
201040502,4,3,3,1,0,0,6,5,0,6,5,4,4,0,47,6,5,2,1,1,0,2,7,0,4,6,7,0,0,1
201040601,4,3,3,3,7,0,4,4,0,4,1,2,5,2,04,7,3,2,1,1,7,1,0,3,1,1,1,7,1,5
201040602,0,7,2,2,3,0,1,5,5,1,5,3,7,4,25,3,4,2,6,1,7,3,0,4,1,7,0,1,3,6
201040603,3,3,7,2,4,6,4,2,6,0,7,5,0,4,10,6,6,4,1,2,7,6,7,5,5,3,7,3,5,2
201040604,1,2,4,4,3,4,7,3,1,5,1,7,5,0,60,4,7,6,3,7,6,6,2,5,0,7,1,2,3,4
201040701,5,3,4,1,5,6,1,6,2,0,3,7,4,2,64,3,7,4,0,1,6,1,5,3,0,4,1,5,3,2
201040702,5,7,4,4,7,1,4,4,0,6,6,5,2,0,45,2,0,4,3,4,4,5,4,3,2,6,3,2,0,0
201040703,0,5,0,3,7,2,7,2,4,1,3,7,1,5,33,0,6,7,4,4,0,4,7,7,3,4,2,3,5,0
201040801,1,0,5,6,4,2,1,6,5,0,0,4,7,1,52,4,7,5,5,7,3,2,3,1,2,7,2,7,7,1
201040802,7,4,5,7,3,6,4,0,3,0,6,2,0,5,32,3,2,2,4,6,1,6,1,2,2,6,1,4,5,5
201040901,2,4,3,6,1,1,2,6,0,0,7,3,2,0,43,5,1,7,7,4,5,5,4,0,6,3,0,4,3,2
201040902,2,3,0,0,2,0,4,2,2,4,7,2,2,0,44,7,3,7,6,0,4,1,5,3,1,1,3,4,5,5
201050101,7,5,3,7,7,5,3,6,2,5,2,6,4,7,56,3,3,4,5,3,4,1,1,3,6,5,6,6,6,7
201050102,0,3,4,0,2,1,4,5,7,2,7,1,5,2,77,1,0,2,0,1,5,3,0,6,3,6,3,0,4,3
201050103,4,1,0,1,1,4,5,4,7,2,5,0,0,2,74,7,1,3,1,2,4,2,3,5,5,4,4,2,0,6
201050104,6,7,2,5,6,5,2,5,7,2,1,3,3,0,25,2,3,0,5,1,0,5,1,5,0,0,7,3,4,3
201050201,3,4,4,7,6,5,0,7,0,1,5,6,3,5,63,1,2,0,1,2,6,6,6,3,4,1,4,4,1,5
201050202,2,6,6,4,1,6,4,7,2,2,4,6,5,3,35,4,6,5,1,6,5,4,5,4,2,1,7,5,1,3
201050203,6,2,7,2,1,0,7,3,3,7,1,0,5,2,53,3,1,4,0,7,7,3,7,7,2,5,5,3,3,4
201050204,3,5,6,2,3,7,1,7,3,1,5,2,7,3,13,3,0,2,7,1,2,2,1,5,0,4,5,6,2,2
201050301,1,6,3,4,7,0,7,7,3,0,1,2,4,4,71,3,0,7,6,4,7,6,4,0,6,2,0,4,7,4
201050302,0,1,2,4,0,2,7,2,0,3,7,7,5,0,16,5,7,3,3,6,4,5,2,2,3,2,2,6,6,1
201050303,7,7,3,5,3,3,3,7,6,1,4,0,4,3,64,0,5,5,4,0,2,4,1,1,2,5,1,5,4,6
201050304,3,5,0,2,0,7,1,4,4,0,6,2,1,0,02,4,0,5,5,4,0,3,0,4,0,6,3,1,2,1
201050401,1,1,4,2,5,1,1,7,3,4,0,5,5,5,20,7,2,0,5,0,3,1,6,5,7,0,7,3,3,3
201050402,2,0,0,4,1,5,4,4,6,4,0,4,7,7,21,2,7,3,6,2,4,4,5,3,0,5,5,0,6,3
201050403,2,0,5,1,0,6,2,0,5,5,1,3,7,0,07,7,0,6,4,7,0,5,7,3,7,6,1,1,3,1
201050404,1,0,3,4,1,2,7,4,5,3,2,2,6,5,45,7,5,0,5,4,2,4,6,5,5,7,1,5,5,5
201050405,6,6,0,0,0,2,1,4,1,2,0,7,0,5,11,4,5,5,2,4,0,3,0,1,7,1,1,4,4,4
201050501,2,0,3,4,5,5,5,7,5,4,1,6,4,3,67,2,2,0,1,6,1,1,6,3,2,2,2,5,5,3
201050502,5,7,5,3,1,5,4,1,2,7,0,1,0,2,63,4,6,1,0,2,6,6,5,1,1,2,3,7,1,3
